Uniprot accession	Primary gene name	Protein names	Gene names	PepCount	log2 fold change naive/primed	q-value	NAIVE_R1	NAIVE_R2	NAIVE_R3	PRIMED_A1	PRIMED_A2	PRIMED_E1	PRIMED_E2	Biological process	Molecular function	Cellular component
P08887	IL6R	Interleukin-6 receptor subunit alpha (IL-6 receptor subunit alpha) (IL-6R subunit alpha) (IL-6R-alpha) (IL-6RA) (IL-6R 1) (Membrane glycoprotein 80) (gp80) (CD antigen CD126)	IL6R	7	4.493	0.000000	100425099.1	60425772.3	58089314.4	3329232.2	3273488.6	2976999.5	2988782.5	acute-phase response [GO:0006953]; ciliary neurotrophic factor-mediated signaling pathway [GO:0070120]; cytokine-mediated signaling pathway [GO:0019221]; defense response to Gram-negative bacterium [GO:0050829]; defense response to Gram-positive bacterium [GO:0050830]; endocrine pancreas development [GO:0031018]; extrinsic apoptotic signaling pathway [GO:0097191]; hepatic immune response [GO:0002384]; interleukin-6-mediated signaling pathway [GO:0070102]; monocyte chemotaxis [GO:0002548]; negative regulation of collagen biosynthetic process [GO:0032966]; negative regulation of interleukin-8 production [GO:0032717]; neutrophil mediated immunity [GO:0002446]; positive regulation of MAPK cascade [GO:0043410]; positive regulation of NK T cell activation [GO:0051135]; positive regulation of T-helper 1 type immune response [GO:0002827]; positive regulation of activated T cell proliferation [GO:0042104]; positive regulation of activation of Janus kinase activity [GO:0010536]; positive regulation of cell population proliferation [GO:0008284]; positive regulation of chemokine production [GO:0032722]; positive regulation of glomerular mesangial cell proliferation [GO:0072126]; positive regulation of interferon-gamma production [GO:0032729]; positive regulation of interleukin-6 production [GO:0032755]; positive regulation of leukocyte chemotaxis [GO:0002690]; positive regulation of lymphocyte proliferation [GO:0050671]; positive regulation of natural killer cell activation [GO:0032816]; positive regulation of osteoblast differentiation [GO:0045669]; positive regulation of peptidyl-tyrosine phosphorylation [GO:0050731]; positive regulation of smooth muscle cell proliferation [GO:0048661]; positive regulation of tyrosine phosphorylation of STAT protein [GO:0042531]; response to cytokine [GO:0034097]	ciliary neurotrophic factor binding [GO:0070119]; cytokine binding [GO:0019955]; cytokine receptor activity [GO:0004896]; enzyme binding [GO:0019899]; growth factor activity [GO:0008083]; interleukin-12 alpha subunit binding [GO:0042164]; interleukin-12 receptor binding [GO:0005143]; interleukin-23 receptor binding [GO:0045519]; interleukin-6 binding [GO:0019981]; interleukin-6 receptor activity [GO:0004915]; protein homodimerization activity [GO:0042803]	apical plasma membrane [GO:0016324]; basolateral plasma membrane [GO:0016323]; ciliary neurotrophic factor receptor complex [GO:0070110]; external side of plasma membrane [GO:0009897]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; interleukin-12 complex [GO:0043514]; interleukin-23 complex [GO:0070743]; interleukin-6 receptor complex [GO:0005896]; plasma membrane [GO:0005886]; receptor complex [GO:0043235]
Q14956	GPNMB	Transmembrane glycoprotein NMB (Transmembrane glycoprotein HGFIN)	GPNMB HGFIN NMB UNQ1725/PRO9925	7	4.450	0.000000	70467141.8	97636733.8	99972441.1	4166901.2	4095285.2	4160823.2	3745517.6	bone mineralization [GO:0030282]; cell adhesion [GO:0007155]; cell-cell signaling [GO:0007267]; negative regulation of G1/S transition of mitotic cell cycle [GO:2000134]; negative regulation of T cell activation [GO:0050868]; negative regulation of T cell proliferation [GO:0042130]; negative regulation of cell population proliferation [GO:0008285]; negative regulation of cytokine production [GO:0001818]; negative regulation of neuron death [GO:1901215]; negative regulation of tumor necrosis factor production [GO:0032720]; osteoblast differentiation [GO:0001649]; positive chemotaxis [GO:0050918]; positive regulation of ERK1 and ERK2 cascade [GO:0070374]; positive regulation of cell migration [GO:0030335]; positive regulation of protein autophosphorylation [GO:0031954]; positive regulation of protein phosphorylation [GO:0001934]; regulation of angiogenesis [GO:0045765]; regulation of tissue remodeling [GO:0034103]; signal transduction [GO:0007165]	chemoattractant activity [GO:0042056]; heparin binding [GO:0008201]; integrin binding [GO:0005178]; receptor ligand activity [GO:0048018]; syndecan binding [GO:0045545]	early endosome membrane [GO:0031901]; integral component of membrane [GO:0016021]; integral component of plasma membrane [GO:0005887]; melanosome membrane [GO:0033162]; plasma membrane [GO:0005886]
P58107	EPPK1	Epiplakin (450 kDa epidermal antigen)	EPPK1 EPIPL	100	4.333	0.000000	530795670.4	537823345.2	481472347.8	26972711.8	24967629.6	27222951.7	23430200.6	intermediate filament bundle assembly [GO:0045110]; intermediate filament cytoskeleton organization [GO:0045104]; intermediate filament organization [GO:0045109]; negative regulation of cell migration [GO:0030336]; negative regulation of epithelial cell proliferation [GO:0050680]; negative regulation of keratinocyte migration [GO:0051548]; negative regulation of keratinocyte proliferation [GO:0010839]; negative regulation of wound healing [GO:0061045]; regulation of epithelium regeneration [GO:1905041]; wound healing [GO:0042060]	RNA binding [GO:0003723]; intermediate filament binding [GO:0019215]; keratin filament binding [GO:1990254]; structural molecule activity [GO:0005198]	apicolateral plasma membrane [GO:0016327]; basolateral plasma membrane [GO:0016323]; bicellular tight junction [GO:0005923]; cell periphery [GO:0071944]; cell projection [GO:0042995]; cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; hemidesmosome [GO:0030056]; keratin filament [GO:0045095]; membrane [GO:0016020]; perinucleolar compartment [GO:0097356]
Q6ZQN7	SLCO4C1	Solute carrier organic anion transporter family member 4C1 (OATP-H) (Organic anion transporter M1) (OATP-M1) (Solute carrier family 21 member 20)	SLCO4C1 OATP4C1 OATPX SLC21A20	13	4.331	0.000000	1274152938.8	1204605616.9	1113257182.9	63622310.3	61761479.5	57180277.1	55385473.1	cell differentiation [GO:0030154]; multicellular organism development [GO:0007275]; neutrophil degranulation [GO:0043312]; sodium-independent organic anion transport [GO:0043252]; spermatogenesis [GO:0007283]	sodium-independent organic anion transmembrane transporter activity [GO:0015347]	azurophil granule membrane [GO:0035577]; basolateral plasma membrane [GO:0016323]; extracellular exosome [GO:0070062]; integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]; specific granule membrane [GO:0035579]
P55017	SLC12A3	Solute carrier family 12 member 3 (Na-Cl cotransporter) (NCC) (Na-Cl symporter) (Thiazide-sensitive sodium-chloride cotransporter)	SLC12A3 NCC TSC	18	4.330	0.000000	135796576.1	135389260.0	103074096.2	5144684.1	9213667.8	5253850.9	5761409.8	cell volume homeostasis [GO:0006884]; chloride ion homeostasis [GO:0055064]; chloride transmembrane transport [GO:1902476]; ion transport [GO:0006811]; potassium ion homeostasis [GO:0055075]; potassium ion import across plasma membrane [GO:1990573]; sodium ion homeostasis [GO:0055078]; sodium ion transmembrane transport [GO:0035725]; sodium ion transport [GO:0006814]	potassium:chloride symporter activity [GO:0015379]; sodium ion transmembrane transporter activity [GO:0015081]; sodium:chloride symporter activity [GO:0015378]; sodium:potassium:chloride symporter activity [GO:0008511]	apical plasma membrane [GO:0016324]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; integral component of plasma membrane [GO:0005887]; membrane [GO:0016020]; plasma membrane [GO:0005886]
P48960	CD97	CD97 antigen (Leukocyte antigen CD97) (CD antigen CD97) [Cleaved into: CD97 antigen subunit alpha; CD97 antigen subunit beta]	CD97	17	4.313	0.000000	1142671408.0	1237213184.2	1102681888.0	67701960.2	54226147.8	56077906.4	56298436.5	G protein-coupled receptor signaling pathway [GO:0007186]; adenylate cyclase-activating G protein-coupled receptor signaling pathway [GO:0007189]; cell adhesion [GO:0007155]; cell surface receptor signaling pathway [GO:0007166]; cell-cell signaling [GO:0007267]; immune response [GO:0006955]; inflammatory response [GO:0006954]; neutrophil degranulation [GO:0043312]	G protein-coupled receptor activity [GO:0004930]; calcium ion binding [GO:0005509]; transmembrane signaling receptor activity [GO:0004888]	extracellular exosome [GO:0070062]; focal adhesion [GO:0005925]; integral component of plasma membrane [GO:0005887]; membrane [GO:0016020]; plasma membrane [GO:0005886]; secretory granule membrane [GO:0030667]
Q9UGT4	SUSD2	Sushi domain-containing protein 2	SUSD2	27	4.200	0.000000	13967495354.7	15818674156.2	16283089849.4	895454965.9	868234242.4	939609119.2	662253371.2	immune response [GO:0006955]; negative regulation of cell cycle G1/S phase transition [GO:1902807]; negative regulation of cell division [GO:0051782]	polysaccharide binding [GO:0030247]; scavenger receptor activity [GO:0005044]	extracellular exosome [GO:0070062]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
Q6P5W5	SLC39A4	Zinc transporter ZIP4 (Solute carrier family 39 member 4) (Zrt- and Irt-like protein 4) (ZIP-4)	SLC39A4 ZIP4	3	4.193	0.000000	87545156.6	89314433.6	70578579.3	5266871.4	3679572.9	4822901.6	4322830.9	cellular response to zinc ion starvation [GO:0034224]; cellular zinc ion homeostasis [GO:0006882]; signal transduction [GO:0007165]; zinc ion import across plasma membrane [GO:0071578]	zinc ion transmembrane transporter activity [GO:0005385]	apical plasma membrane [GO:0016324]; cytoplasmic vesicle [GO:0031410]; integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]; recycling endosome membrane [GO:0055038]
Q695T7	SLC6A19	Sodium-dependent neutral amino acid transporter B(0)AT1 (Solute carrier family 6 member 19) (System B(0) neutral amino acid transporter AT1)	SLC6A19 B0AT1	5	4.168	0.000000	80331884.7	75074462.2	62864445.8	4077149.1	3829108.0	4410669.6	3815623.2	amino acid transport [GO:0006865]; response to nutrient [GO:0007584]	amino acid transmembrane transporter activity [GO:0015171]; neurotransmitter:sodium symporter activity [GO:0005328]; neutral amino acid transmembrane transporter activity [GO:0015175]	apical plasma membrane [GO:0016324]; brush border membrane [GO:0031526]; extracellular exosome [GO:0070062]; integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]
Q5TF39	MFSD4B	Sodium-dependent glucose transporter 1 (Major facilitator superfamily domain-containing protein 4B)	MFSD4B KIAA1919 NAGLT1 HSPC100	5	4.109	0.000000	527178721.0	496225179.9	427606649.8	28693303.7	23606760.0	32486147.8	27634440.4	sodium ion transport [GO:0006814]	glucose transmembrane transporter activity [GO:0005355]; symporter activity [GO:0015293]	apical plasma membrane [GO:0016324]; integral component of membrane [GO:0016021]
Q03431	PTH1R	Parathyroid hormone/parathyroid hormone-related peptide receptor (PTH/PTHrP type I receptor) (PTH/PTHr receptor) (Parathyroid hormone 1 receptor) (PTH1 receptor)	PTH1R PTHR PTHR1	3	4.032	0.000000	11689332.1	12754299.3	12081315.7	599244.5	899466.6	895441.0	634114.3	"G protein-coupled receptor signaling pathway [GO:0007186]; G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger [GO:0007187]; adenylate cyclase-activating G protein-coupled receptor signaling pathway [GO:0007189]; adenylate cyclase-modulating G protein-coupled receptor signaling pathway [GO:0007188]; aging [GO:0007568]; bone mineralization [GO:0030282]; bone resorption [GO:0045453]; cell maturation [GO:0048469]; cell surface receptor signaling pathway [GO:0007166]; cellular calcium ion homeostasis [GO:0006874]; chondrocyte differentiation [GO:0002062]; in utero embryonic development [GO:0001701]; negative regulation of cell population proliferation [GO:0008285]; osteoblast development [GO:0002076]; phospholipase C-activating G protein-coupled receptor signaling pathway [GO:0007200]; positive regulation of cell population proliferation [GO:0008284]; positive regulation of cytosolic calcium ion concentration [GO:0007204]; positive regulation of inositol phosphate biosynthetic process [GO:0060732]; skeletal system development [GO:0001501]"	G protein-coupled peptide receptor activity [GO:0008528]; parathyroid hormone receptor activity [GO:0004991]; peptide hormone binding [GO:0017046]; protein homodimerization activity [GO:0042803]; protein self-association [GO:0043621]	apical plasma membrane [GO:0016324]; basolateral plasma membrane [GO:0016323]; brush border membrane [GO:0031526]; cytoplasm [GO:0005737]; integral component of plasma membrane [GO:0005887]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; receptor complex [GO:0043235]
Q9NSA0	SLC22A11	Solute carrier family 22 member 11 (Organic anion transporter 4)	SLC22A11 OAT4	2	3.994	0.000009	6767537.9	9784428.3	7123718.2	206574.9	1220838.8	666595.0	339198.2	organic anion transport [GO:0015711]; urate metabolic process [GO:0046415]	inorganic anion exchanger activity [GO:0005452]; organic anion transmembrane transporter activity [GO:0008514]; sodium-independent organic anion transmembrane transporter activity [GO:0015347]	apical plasma membrane [GO:0016324]; external side of plasma membrane [GO:0009897]; extracellular exosome [GO:0070062]; integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]
O75051	PLXNA2	Plexin-A2 (Semaphorin receptor OCT)	PLXNA2 KIAA0463 OCT PLXN2 UNQ209/PRO235	47	3.974	0.000000	194479673.5	229054333.2	190168587.5	14423992.3	11862070.6	12672184.7	13072461.0	centrosome localization [GO:0051642]; cerebellar granule cell precursor tangential migration [GO:0021935]; limb bud formation [GO:0060174]; negative regulation of cell adhesion [GO:0007162]; neural tube development [GO:0021915]; pharyngeal system development [GO:0060037]; positive regulation of axonogenesis [GO:0050772]; regulation of GTPase activity [GO:0043087]; regulation of cell migration [GO:0030334]; regulation of cell shape [GO:0008360]; semaphorin-plexin signaling pathway [GO:0071526]; semaphorin-plexin signaling pathway involved in axon guidance [GO:1902287]; somitogenesis [GO:0001756]	identical protein binding [GO:0042802]; semaphorin receptor activity [GO:0017154]	integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]; semaphorin receptor complex [GO:0002116]
Q9UM01	SLC7A7	Y+L amino acid transporter 1 (Monocyte amino acid permease 2) (MOP-2) (Solute carrier family 7 member 7) (y(+)L-type amino acid transporter 1) (Y+LAT1) (y+LAT-1)	SLC7A7	5	3.920	0.000000	306055592.7	354384976.8	330052528.2	23277630.1	23612431.9	21605503.1	18914424.2	amino acid transport [GO:0006865]; cellular amino acid metabolic process [GO:0006520]; leukocyte migration [GO:0050900]; protein-containing complex assembly [GO:0065003]; regulation of arginine metabolic process [GO:0000821]	L-amino acid transmembrane transporter activity [GO:0015179]; basic amino acid transmembrane transporter activity [GO:0015174]	basolateral plasma membrane [GO:0016323]; integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]
P09758	TACSTD2	Tumor-associated calcium signal transducer 2 (Cell surface glycoprotein Trop-2) (Membrane component chromosome 1 surface marker 1) (Pancreatic carcinoma marker protein GA733-1)	TACSTD2 GA733-1 M1S1 TROP2	8	3.910	0.000000	165798895.6	210223418.6	160676456.6	14321455.1	10893635.3	12066505.6	10335925.3	negative regulation of branching involved in ureteric bud morphogenesis [GO:0090191]; negative regulation of cell motility [GO:2000146]; negative regulation of epithelial cell migration [GO:0010633]; negative regulation of ruffle assembly [GO:1900028]; negative regulation of stress fiber assembly [GO:0051497]; negative regulation of substrate adhesion-dependent cell spreading [GO:1900025]; positive regulation of stem cell differentiation [GO:2000738]; regulation of epithelial cell proliferation [GO:0050678]; response to stimulus [GO:0050896]; ureteric bud morphogenesis [GO:0060675]; visual perception [GO:0007601]	cadherin binding involved in cell-cell adhesion [GO:0098641]	basal plasma membrane [GO:0009925]; bicellular tight junction [GO:0005923]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; extracellular space [GO:0005615]; integral component of membrane [GO:0016021]; lateral plasma membrane [GO:0016328]; membrane [GO:0016020]; nucleus [GO:0005634]
Q8WWY8	LIPH	Lipase member H (LIPH) (EC 3.1.1.-) (LPD lipase-related protein) (Membrane-associated phosphatidic acid-selective phospholipase A1-alpha) (mPA-PLA1 alpha) (Phospholipase A1 member B)	LIPH LPDLR MPAPLA1 PLA1B	11	3.878	0.000000	115120425.1	88598736.7	82299904.6	7115967.4	6611322.8	5251925.0	6857994.0	lipid catabolic process [GO:0016042]; phosphatidic acid biosynthetic process [GO:0006654]	carboxylic ester hydrolase activity [GO:0052689]; heparin binding [GO:0008201]; lipase activity [GO:0016298]; phospholipase activity [GO:0004620]	extracellular space [GO:0005615]; plasma membrane [GO:0005886]
Q9HC56	PCDH9	Protocadherin-9	PCDH9	4	3.834	0.000000	18849794.1	17079024.4	15110231.2	1043950.7	1629542.1	1091884.2	1072155.9	cell adhesion [GO:0007155]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]	calcium ion binding [GO:0005509]	cell-cell contact zone [GO:0044291]; growth cone [GO:0030426]; integral component of plasma membrane [GO:0005887]
Q9UNQ0	ABCG2	ATP-binding cassette sub-family G member 2 (Breast cancer resistance protein) (CDw338) (Mitoxantrone resistance-associated protein) (Placenta-specific ATP-binding cassette transporter) (Urate exporter) (CD antigen CD338)	ABCG2 ABCP BCRP BCRP1 MXR	17	3.810	0.000000	192250158.5	330749946.6	200569203.4	19334350.9	15913135.5	16410078.1	15259233.6	cellular detoxification [GO:1990748]; cellular iron ion homeostasis [GO:0006879]; transmembrane transport [GO:0055085]; urate metabolic process [GO:0046415]	ATP binding [GO:0005524]; ATPase activity [GO:0016887]; ATPase-coupled transmembrane transporter activity [GO:0042626]; ATPase-coupled xenobiotic transmembrane transporter activity [GO:0008559]; identical protein binding [GO:0042802]; protein homodimerization activity [GO:0042803]	integral component of membrane [GO:0016021]; mitochondrial membrane [GO:0031966]; nucleus [GO:0005634]; plasma membrane [GO:0005886]
